CRN,first,last,company_name,employed_since,EDUCATION,no_of_connections,social_sentiment 
5273554812,Adele,McDonald,"Hills, Kessler and Stanton",2016,1,241,1
7560917688,Lida,Woods,Rempel LLC,2014,2,459,-1
3840808870,Clarence,Ramirez,Kshlerin LLC,2012,1,417,-1
7857241847,Antonio,Kennedy,Medhurst-Wilkinson,2017,2,145,0
279133899,Ella,Rios,Bartoletti-Spencer,2016,4,72,1
7913904743,Rosalie,Poole,"Paucek, Kessler and Bernier",2014,2,104,-1
7333772430,Hettie,Gomez,Stamm and Sons,2015,1,513,0
8066669648,Tillie,Richardson,Upton-Kilback,2012,3,212,0
8218029007,Kevin,Vasquez,"Schaden, Langworth and Williamson",2013,2,300,-1
4612311174,Jay,Rice,Ward-Simonis,2014,2,355,-1
8074327384,Craig,Alvarado,"Lemke, Windler and Brakus",2015,2,380,0
4083361726,Winifred,Rodriquez,Hagenes LLC,2016,2,596,0
3355653534,Claudia,Rose,"Waters, Schulist and Aufderhar",2017,2,762,1
4907347827,Phillip,Doyle,"Bins, Schumm and Weber",2012,1,154,1
4625858983,Barry,Mack,Stoltenberg Group,2017,1,869,1
3057663798,Curtis,Watkins,Thiel Group,2012,3,203,1
4519548288,Fanny,Holt,"Beatty, Casper and Bayer",2016,2,278,-1
4875961411,Brent,Todd,Sauer Inc,2012,1,568,1
7384312990,Jackson,Osborne,"Tromp, Little and Huel",2012,1,296,1
6672401873,Marcus,Holland,"Becker, Langosh and Conn",2014,1,580,1
3735124675,Ina,Johnson,Monahan LLC,2015,1,783,0
1703046770,Connor,Sharp,"O'Connell, Herman and Schimmel",2013,2,387,0
8758220179,Madge,McGuire,Bartell-Wisoky,2017,2,297,1
6835390408,Lee,Fleming,"Kling, Zboncak and Leffler",2016,3,474,0
5250667860,Blake,Chandler,"Larson, O'Conner and Gerlach",2017,1,188,1
9230484305,Mittie,Mullins,"Kertzmann, Gutmann and Romaguera",2012,2,275,1
2077166398,Evan,Hines,O'Connell-Simonis,2016,2,49,0
9348728780,Barry,Harrington,Rath LLC,2014,2,823,1
4871658812,Beulah,Ramos,"Weimann, Dickens and Jacobs",2017,1,670,0
718744661,Ricardo,Underwood,Robel LLC,2017,1,483,1
8312016602,Chase,Ross,Rosenbaum-Volkman,2016,2,925,-1
5639185774,Dustin,Watson,Spencer and Sons,2014,3,379,1
8536065718,Abbie,Huff,Eichmann-Torphy,2016,5,801,-1
2939783405,Joseph,Warner,Wilderman-Koelpin,2012,1,352,1
9741603652,Estelle,Carson,Veum LLC,2015,2,259,-1
8186452351,Ora,Gardner,"Hackett, Reynolds and Ernser",2014,3,551,0
1598610831,Douglas,Valdez,"Dickinson, Koch and Becker",2012,2,262,0
974488675,Ian,Simpson,"Wintheiser, Lang and Dicki",2011,1,631,0
4373989956,Chad,Carpenter,Murphy Group,2013,1,311,1
4137100504,Lydia,Ellis,"Morar, Hickle and Kilback",2017,2,34,1
7697829874,Adeline,Payne,"Champlin, Jakubowski and Schuster",2016,1,290,1
1691695867,Gerald,Burgess,"Veum, Davis and Kiehn",2014,3,80,1
1257861246,Jerome,Sparks,"Quitzon, Schultz and Howell",2016,1,606,-1
4853546080,Sam,Jenkins,Howell-Bartell,2011,1,516,1
3386566659,Marcus,Francis,"Balistreri, Mitchell and Frami",2012,1,101,0
1568493146,Catherine,Padilla,"Bauch, Hoeger and Ledner",2014,3,963,0
3245413790,Logan,Turner,Donnelly LLC,2012,1,151,-1
8433962399,Max,Hammond,Jerde-Mante,2017,2,738,1
4478184016,Virginia,Spencer,Durgan and Sons,2012,2,8,-1
6294831415,Elijah,Coleman,"Larson, MacGyver and Simonis",2013,2,104,0
7824716168,Eliza,Simpson,Fahey and Sons,2013,2,206,0
8834709435,Carrie,Lucas,Koepp-Keebler,2012,2,837,0
8616225252,Lester,Phelps,Schmidt Group,2014,2,941,-1
8484417457,Ronald,Cooper,Jenkins LLC,2012,2,224,-1
2589143693,Nathan,Sullivan,"McKenzie, Moen and Pfeffer",2016,2,61,1
177752385,Roger,Campbell,"Reinger, Schinner and Erdman",2015,2,906,1
2750518040,Joshua,Wright,"Lesch, Schinner and Lakin",2012,3,678,-1
4090537344,Jacob,Lindsey,"Hettinger, Kiehn and Ferry",2017,3,148,-1
8318786927,Carl,Cox,Langosh and Sons,2011,2,813,1
8296653176,Rosalie,Lamb,"Shanahan, Heller and Mann",2017,1,564,0
1145067496,Wesley,Rhodes,"Blanda, Sipes and Jones",2016,2,366,1
6165644950,Eleanor,Mills,"Olson, Luettgen and Leffler",2014,1,765,1
7169303900,Ernest,Meyer,"Kuhn, Mraz and Will",2014,1,707,1
9353711836,Lida,Collier,Brown Inc,2017,1,353,1
1946675210,Herbert,Klein,Klocko-Fritsch,2011,1,419,-1
2948074169,Paul,Armstrong,Kassulke-Ruecker,2011,1,85,0
388550457,Nelle,Cobb,Schmeler-Orn,2012,2,606,1
8194486383,Cecelia,Stewart,Kohler LLC,2014,3,465,0
7194952782,Ernest,Floyd,VonRueden-Ratke,2013,1,665,0
1007170323,Adele,Weber,"Sanford, Cassin and Hahn",2015,1,857,1
887573860,Francis,Padilla,Bailey Group,2015,2,298,1
7818113033,Ellen,Harmon,"Wyman, Rau and Pagac",2015,2,640,0
2161237580,Ida,Moreno,Yost and Sons,2015,1,86,0
7583018619,Ethan,Turner,Towne and Sons,2017,2,885,0
8440566427,Maud,Townsend,"Lebsack, Steuber and Rice",2015,2,573,-1
8837016429,Gene,Baker,"Ziemann, Wunsch and Herman",2017,1,539,-1
7427934753,Leon,Roberts,Orn-Shields,2013,2,314,0
4197307627,Leroy,Gordon,Moen-Runolfsdottir,2017,2,924,1
8005566398,Craig,May,Hegmann-Sauer,2014,1,889,0
9185321796,Isabelle,Walton,"Zboncak, Heaney and McClure",2017,1,41,1
3809941775,Violet,Fox,"Welch, Hermiston and Casper",2015,3,813,-1
3684455719,Rena,Schwartz,Hand-Jones,2011,3,440,1
7105981908,Lydia,Moore,Mayert Inc,2013,3,825,-1
1014566006,Birdie,Duncan,Wiegand-Bogan,2012,2,708,-1
7050515208,Virginia,Lloyd,Kulas-Grimes,2015,4,269,0
2716241183,Sarah,McLaughlin,Ebert and Sons,2017,3,465,0
9788425073,Benjamin,Dennis,Ondricka-Waters,2012,2,900,1
6870602625,Vernon,Hines,"Carter, Legros and Bartoletti",2012,1,419,1
2834874747,Dylan,Kelley,Rosenbaum LLC,2011,1,87,1
9115619386,Virgie,Morris,Macejkovic-King,2014,2,381,1
543681391,Theresa,Phelps,Pfannerstill-Nikolaus,2013,1,417,1
8506105391,Harriett,Webb,Sporer-Ziemann,2014,2,954,0
9169074892,Ricardo,Johnston,"Medhurst, Lehner and Powlowski",2012,1,873,1
296361587,Evelyn,Lawrence,Yost Inc,2013,2,125,1
5455226632,Dorothy,Lane,"Stroman, Cremin and Carroll",2013,1,959,1
5850429489,Maurice,Barker,"Mraz, Goodwin and Wintheiser",2014,1,936,1
8415314127,Agnes,Gardner,Kreiger-Conroy,2017,2,863,-1
8219245189,Alma,Kelly,"Reilly, Rice and Wilderman",2016,2,726,0
1442103538,Lester,Patrick,Price LLC,2013,1,89,-1
6769859242,Isaac,Patterson,"McLaughlin, Effertz and Hahn",2012,2,254,1
6846118883,Theodore,Fleming,Ryan-Cummerata,2011,1,192,0
4686014961,Linnie,Reed,Parker LLC,2011,1,714,1
28824374,Ann,Sandoval,Breitenberg-Ebert,2011,1,340,1
4429470930,Edna,Baker,Schowalter Group,2016,2,299,1
6934891778,Henry,Cunningham,Wiegand-Pacocha,2012,2,416,-1
771940809,Ann,Young,"Mante, McGlynn and Schmidt",2015,1,895,-1
3144228086,Francis,Bush,"Sanford, Deckow and Jakubowski",2016,2,975,1
6188067466,Tony,Delgado,"Kozey, Skiles and Harvey",2014,2,390,-1
419394890,Mildred,Cobb,"Roberts, Keeling and Nitzsche",2013,1,357,-1
7593275058,Ralph,Padilla,"Bahringer, Boyle and Casper",2013,1,805,1
6629194809,Lula,Burton,Kemmer Group,2013,1,364,0
7047139697,Bess,Flores,Weber-Hoppe,2015,2,190,1
1816402430,Annie,Frazier,Berge LLC,2014,1,181,-1
8523825903,Celia,Peterson,Rath Inc,2011,2,673,1
4167957869,Jane,Lloyd,"Hackett, Gottlieb and Leuschke",2015,1,599,-1
8821177821,Dustin,Ferguson,"Cole, Rosenbaum and Armstrong",2011,2,505,0
9474549569,Francis,Fleming,"Roberts, Parker and Hackett",2011,2,319,1
5431931213,Jim,Stevenson,Hamill-Heathcote,2016,2,872,1
9629096684,Jim,Ramirez,MacGyver-Kohler,2011,3,10,0
9753660559,Micheal,Medina,Schamberger Inc,2017,1,148,1
4695255326,Ida,Austin,Hahn-Mayert,2014,3,743,1
5187566945,Frances,Henderson,Rohan-Bruen,2013,2,637,1
9649588550,Mayme,Newman,King and Sons,2015,1,156,1
7805067709,Daisy,Lloyd,"Bogan, Collins and Corkery",2016,1,515,-1
6020473212,Dominic,Hunter,"Torp, Leffler and Auer",2015,2,596,0
3423148359,Mae,Clayton,Cassin-Bahringer,2016,3,15,-1
2510559292,Antonio,Watts,Reynolds Inc,2013,1,803,0
4043639028,Roy,Green,Schuppe-Lind,2012,2,243,0
3027974284,Lily,Mann,Konopelski Inc,2015,2,843,1
5455069388,Alejandro,Lynch,Heathcote-Upton,2015,2,832,0
2096748514,Cornelia,Malone,Lesch Group,2012,1,529,1
8611585403,Ophelia,Burke,Dietrich Group,2012,1,74,0
5655152344,Curtis,Bailey,Will Group,2016,2,208,-1
9327247441,Marcus,Gibbs,Tromp Group,2016,2,102,-1
8616277220,Gary,Rice,"Hettinger, Parker and Reilly",2017,2,412,1
2136095585,Frank,Figueroa,Grimes-Roob,2013,3,768,0
6383513964,Ida,Huff,Davis Inc,2012,1,329,1
7287097029,Nelle,Gibson,"Watsica, Walker and Bode",2017,3,602,0
1406044429,Isaac,McLaughlin,Balistreri-McClure,2013,2,263,1
7619354104,Ellen,Flowers,"Abshire, Grant and Bergnaum",2015,1,418,-1
923699293,Vera,Barton,"Kunde, Ebert and Rogahn",2017,1,875,1
7370642703,Lora,Powell,O'Kon-Jaskolski,2014,3,660,1
7730300733,Lizzie,Paul,DuBuque-Bernier,2014,1,578,-1
8986516574,Gene,Mason,"Abshire, Swaniawski and Collier",2011,2,329,-1
8115250634,Edgar,Little,"Moore, Gutkowski and Crist",2017,2,51,1
6796874683,Rosetta,Allison,"Bartell, Watsica and Dach",2011,1,803,0
1079140172,Jeanette,Black,Lang-Torp,2014,2,267,0
855409229,Herbert,Shaw,Howell Inc,2012,1,309,0
2788246000,Inez,Sullivan,Toy-Hamill,2011,2,770,1
2287572907,Matthew,Cross,Grimes and Sons,2017,1,844,1
5543784557,Franklin,Haynes,Gutkowski Inc,2013,1,598,-1
6829761063,Pearl,Nash,"Greenfelder, Schoen and Mohr",2016,2,920,-1
2719010921,Jimmy,Neal,Trantow-Herman,2011,2,923,-1
1512472135,Willie,McCoy,"Legros, Abbott and Beatty",2015,3,884,0
5906063979,Thomas,Powers,Corkery LLC,2016,1,143,-1
547928769,Leroy,Mason,Kemmer LLC,2014,1,870,0
3126741182,Georgie,Flowers,Gaylord and Sons,2015,2,731,0
2298904361,Elnora,Hart,Hoeger LLC,2013,2,425,0
1589871244,Eunice,Smith,Durgan and Sons,2013,1,387,-1
8848807922,Isabel,Wilkerson,Lubowitz LLC,2014,2,98,-1
6748813077,Eva,Ross,"Ratke, Morar and Heathcote",2011,3,560,-1
9305247505,Eula,McCormick,Hahn-Schoen,2012,3,647,-1
4433102403,Lura,Burgess,Tillman-Hammes,2011,1,584,-1
8995411743,Hettie,Hill,MacGyver-Moen,2016,1,357,-1
1560093198,Bettie,Williams,"McLaughlin, Stehr and Jacobi",2011,1,749,1
1726961474,Aiden,Herrera,"Denesik, Tremblay and Jacobi",2014,1,961,1
8970775267,Arthur,Mann,"Rutherford, Cummings and Hagenes",2016,2,614,-1
2561721920,Effie,McBride,"Ziemann, Koss and Kuvalis",2015,2,147,1
379686751,Leonard,Vega,"Medhurst, Casper and Schuster",2014,2,699,-1
9615134990,Sallie,Harper,"Metz, Schmitt and Cole",2013,1,98,-1
3811054885,Rosetta,Walton,Sipes-Hayes,2013,1,276,0
9833474904,Harvey,Larson,Hermiston-Bednar,2017,1,185,1
2664451513,Lily,Hubbard,Rau Group,2017,3,660,1
1682536373,Carlos,Mitchell,Greenholt Inc,2015,2,826,1
5448322835,Stephen,Cook,Jacobson and Sons,2011,2,858,0
381301954,Isabel,Bridges,"Rutherford, Gerlach and Beer",2015,2,588,-1
7419798683,Delia,Hill,Walsh Group,2015,1,875,0
8523442915,Gary,Poole,Konopelski Group,2016,3,414,1
5333688963,Della,Webb,Schultz and Sons,2014,1,379,0
6023780369,Don,Richardson,Metz-Lockman,2015,1,283,-1
6012181333,Beulah,Thompson,Mraz-Krajcik,2016,3,630,0
9770217550,Adam,Brooks,"Hickle, Hickle and Walker",2014,2,506,0
1310298352,Hulda,Miles,"Erdman, Maggio and Cronin",2013,3,684,-1
1612166808,Aaron,Richards,Keebler LLC,2013,1,774,1
4729938851,Beulah,Rice,Wehner-Hills,2011,3,962,1
3313617223,Mitchell,Parker,"Rice, Bogisich and Muller",2013,1,46,-1
736087762,Claudia,Dunn,Gerhold-Altenwerth,2015,2,523,0
791243355,Ada,Reid,Fadel-Schmidt,2017,1,938,0
8935232719,Amanda,Knight,Hettinger-Emard,2015,2,436,1
1004664720,Samuel,Soto,Lang-Johns,2015,2,98,1
8011229596,Benjamin,Carpenter,Jones-Spencer,2017,2,371,1
1377558582,Christina,Blake,"Stehr, O'Reilly and Botsford",2017,2,897,1
4170549486,Maggie,Olson,Wisoky and Sons,2012,3,981,0
2051672004,Jared,Tucker,Adams and Sons,2015,3,714,1
411765296,Corey,Goodman,Swift-Raynor,2013,2,129,1
1271001653,Harold,Nunez,Gleichner-Nienow,2016,2,42,1
6437870653,Tillie,McDaniel,"Mraz, Balistreri and Waters",2015,2,687,1
6401714949,Walter,Diaz,Muller-Sanford,2013,2,892,-1
8173058159,Lettie,Houston,Skiles LLC,2014,3,876,-1
1657320453,Lilly,Huff,Bayer LLC,2015,2,357,-1
8222532479,Shane,Carson,"Wehner, Okuneva and McGlynn",2012,3,267,-1
9542323221,Genevieve,Simpson,"Stark, McKenzie and Schmeler",2016,2,728,0
5092527588,Margaret,Duncan,"Homenick, Toy and Leuschke",2016,2,631,1
9306634946,Bernice,Brooks,Shields-Stoltenberg,2017,1,21,0
4835604650,Jessie,Cole,Leannon LLC,2016,2,872,-1
823323673,Carl,Gilbert,Corkery Inc,2014,2,772,0
3119350486,Jordan,Elliott,Durgan Inc,2014,2,947,-1
4028596884,Norman,Norton,Hegmann-Zieme,2017,2,862,0
2089012942,Jennie,Myers,"Lebsack, Zemlak and Rolfson",2011,2,730,-1
6512050659,Edgar,Newman,Roberts LLC,2012,2,561,-1
3602512410,Hallie,Campbell,"Cormier, Cremin and Schmitt",2012,1,506,-1
2133956346,Edna,Delgado,"Howell, Weissnat and Gutkowski",2015,1,449,1
3860053489,Leonard,Mathis,O'Keefe-Grimes,2011,2,575,0
3678527789,Keith,Fleming,Muller-VonRueden,2013,2,662,-1
1434870971,Jayden,Lowe,"Hermann, Barton and Nolan",2017,2,863,0
798140828,Theodore,Reid,"Schinner, Fay and Larkin",2014,1,725,-1
8510499972,Howard,Gomez,Bradtke and Sons,2011,3,126,1
1661754017,Gilbert,McLaughlin,Moore and Sons,2014,3,67,1
3951936651,Hettie,Morton,Blick Inc,2011,2,753,1
9974745462,Gabriel,Love,Ward Group,2017,2,462,1
9360682385,Justin,Lyons,"Rath, Leuschke and Smitham",2016,3,641,-1
7977900473,Sylvia,Mullins,Mann LLC,2012,3,581,1
9757302832,Agnes,Christensen,Feil Group,2014,1,297,1
5296128393,Floyd,Flores,Aufderhar Group,2013,3,171,-1
2710945303,Lida,Jackson,Wilderman-Boehm,2011,1,526,1
8473352199,Leroy,Murray,"Klein, Willms and Hahn",2011,2,306,1
785531600,Lloyd,Morton,Volkman and Sons,2015,2,835,1
4803507145,Seth,Russell,"Schinner, Swift and Wehner",2016,2,637,-1
6813643595,Cordelia,Fox,Legros-Sawayn,2012,3,308,0
8975494935,Barry,Chavez,Harris and Sons,2015,3,322,0
7636047430,Keith,Carpenter,McKenzie and Sons,2015,3,647,0
9849807728,Lulu,Hammond,O'Kon and Sons,2013,3,379,0
842266652,Ada,Hampton,Medhurst LLC,2013,1,772,1
779596994,Dominic,Lamb,Harvey-Mayert,2016,1,899,-1
3961561609,Paul,French,"Wolff, Streich and Jacobson",2016,1,919,0
8749905431,Iva,Perry,Monahan-Lesch,2011,3,687,1
9928875690,Mittie,Gardner,Okuneva-Botsford,2017,1,665,-1
8542507804,Ophelia,Maldonado,"Lubowitz, Collier and Klein",2016,1,142,-1
5995536769,Zachary,Tate,"Predovic, Yost and Schowalter",2011,2,697,1
9651763995,Marion,Russell,Gerlach-Swaniawski,2013,1,238,0
2746865533,Gilbert,Carpenter,"Fritsch, Moen and Ankunding",2015,1,409,1
2944865128,Corey,Caldwell,Stark LLC,2012,1,936,1
4785359206,Lou,Benson,"Funk, Corwin and Green",2017,2,456,1
3884746525,Winnie,Abbott,Schultz-Lindgren,2016,2,949,1
6422804671,Derrick,Hodges,Nitzsche-Witting,2011,1,196,1
4634881217,Don,Osborne,Bins-Sanford,2017,2,133,1
5212550487,Jennie,Rice,Turner-Rutherford,2011,1,640,1
6256933130,Luella,Dean,Wyman-Harris,2012,2,229,-1
3300809288,Zachary,Ellis,"Brown, Flatley and Padberg",2013,2,694,1
2615863629,Dustin,Weber,Dickens-Johns,2017,2,192,1
6973668581,Viola,Wells,Bartell and Sons,2013,2,361,1
8732740022,Ronnie,Cox,"Bashirian, Kulas and Kuvalis",2015,1,771,-1
3813871925,Micheal,Murray,"Cronin, Morar and Kuvalis",2017,1,648,1
3997045202,Aaron,Diaz,"Strosin, Kunde and Beer",2017,2,933,0
6077691488,Roger,Shaw,"Waelchi, Gislason and Reichert",2011,3,448,1
2918144167,Jack,Atkins,Kunde-Gottlieb,2017,1,593,1
6503141969,Rachel,Glover,"Casper, Brakus and Langosh",2012,2,749,-1
4073484113,Walter,Gill,DuBuque LLC,2011,1,278,-1
7532882484,Henry,Tyler,"Russel, Steuber and Padberg",2015,3,695,-1
2566413910,Callie,Jensen,Yundt-Schneider,2015,2,68,0
8643000879,Elijah,Wong,"Bednar, Osinski and Jones",2013,2,572,-1
4950836703,Tyler,Tran,"Luettgen, Denesik and Metz",2013,1,358,1
6844007747,Ella,Klein,Lynch Group,2014,2,686,-1
6348920954,Rosetta,Glover,"Stamm, Wilkinson and Monahan",2016,2,774,1
3545589978,Mabelle,McBride,Fadel-Yost,2011,3,28,-1
3279995618,Mable,Ramos,"Hodkiewicz, Boyle and Schmidt",2013,2,437,-1
4302109756,Cecilia,Walker,Graham-Pouros,2012,2,614,1
1516653839,Angel,Norton,Yundt Inc,2013,2,650,1
5071938431,Eleanor,Perez,Klocko-Jones,2017,2,811,0
9449630467,Cynthia,Parks,Graham-Kertzmann,2012,1,716,-1
7416514673,Ann,Watkins,Jerde Inc,2015,1,661,0
5337403872,Eula,Parker,Ryan-Conroy,2015,1,726,1
8930856821,Marion,Underwood,"Ankunding, Donnelly and Willms",2012,1,720,0
1863081796,Aaron,Briggs,Sipes-Brown,2011,2,762,0
8748121608,Hulda,Curtis,Hackett-Lubowitz,2012,1,121,1
2706656827,Evan,Floyd,Rodriguez Inc,2016,2,392,-1
8552401392,Birdie,Caldwell,Carroll-Gutkowski,2016,3,198,1
5007848081,Pauline,Watson,Johns-Thompson,2014,2,672,-1
2345453822,Steven,Freeman,Klein and Sons,2014,2,834,1
3899378867,Sophie,Gordon,"Reichert, Pfeffer and Buckridge",2017,2,200,0
6508861712,Essie,Butler,"Kris, Rowe and Dickens",2012,3,897,1
7634744813,Ada,Luna,Goldner LLC,2013,2,717,1
4237534636,Shawn,Sims,Reilly-Rogahn,2015,5,351,0
3357728669,Trevor,Lynch,"Nikolaus, Tromp and Cole",2017,2,748,0
908427755,Lenora,Ford,Konopelski-Pollich,2012,3,297,0
3355080202,Phoebe,Newman,Wisozk Group,2013,1,248,-1
6584190022,Caroline,Mullins,Walker-Dietrich,2012,2,58,-1
1169091865,Rosetta,Swanson,Witting Inc,2014,1,322,0
1140022027,Sallie,Tucker,"Von, Hirthe and Kautzer",2014,2,303,0
5884820390,Isabelle,Castro,Turcotte-Hintz,2016,1,843,-1
6289983581,Verna,Gross,Lesch-Spinka,2016,1,21,1
4399886927,Clyde,Maldonado,Leuschke Inc,2014,2,78,-1
3165032785,Alejandro,Clark,"Heller, Jacobson and Herzog",2013,1,558,1
5211234871,Dylan,Lynch,"Pouros, Muller and Fritsch",2014,1,951,-1
8657512174,Harriet,Wagner,McKenzie LLC,2015,2,685,1
158313066,Ernest,Ferguson,"Weissnat, Hickle and Gerlach",2011,1,543,1
2601193336,Nora,Dennis,"Quitzon, Gorczany and Dooley",2017,2,867,-1
7516641657,Tom,Bass,"Rogahn, Osinski and Daniel",2015,1,943,-1
4156612306,Jessie,Foster,"Dooley, Roberts and Hartmann",2013,2,55,-1
2491652572,Ella,Green,"Jacobi, Little and Schuppe",2017,2,937,1
1522519681,Ethan,Pittman,Fahey LLC,2015,2,968,1
8539733799,Maud,West,"Haag, Hansen and Larson",2013,2,930,0
2495116844,Tillie,Bowers,"Crooks, Connelly and Lemke",2017,1,296,1
5159232943,Pauline,Rodriguez,Greenholt-Thompson,2011,2,657,-1
4495308304,Hattie,Harris,Wilderman-Schowalter,2016,3,279,-1
8839872150,Roy,Patterson,Johns-Davis,2017,1,540,-1
8679979965,Phillip,Munoz,Rogahn Inc,2011,1,324,1
5825625125,Emilie,Hoffman,Morissette-O'Hara,2011,2,205,-1
1604592392,Alfred,Walton,Wilkinson and Sons,2017,1,275,0
3618238787,Jacob,Harvey,Marks Group,2017,2,232,1
6647091826,Nelle,Lindsey,"Harvey, Dicki and Bode",2016,2,1000,0
1877867747,Ryan,Cohen,"Mohr, Strosin and Mayert",2016,3,942,-1
1679049892,Callie,Rowe,Beahan-Towne,2011,1,957,0
1049452140,Jimmy,McDaniel,"Hyatt, Bauch and Bosco",2013,2,643,-1
7016037307,Isaiah,Olson,"Hane, Cronin and Pacocha",2013,2,106,1
8150764046,Jessie,Murray,Barrows LLC,2012,2,759,-1
4196095236,Kevin,Reeves,"Doyle, Bradtke and Renner",2017,1,916,0
5338609916,Ricardo,Salazar,Rolfson-Wolf,2015,2,35,1
6630974406,Danny,Swanson,Purdy-Cartwright,2011,1,792,1
6894280988,Marion,Klein,"Gorczany, Schimmel and Morissette",2016,2,483,1
8197751728,Isabella,Luna,Runolfsdottir LLC,2012,1,788,0
2625130397,Joel,Walker,Torp Inc,2013,1,19,0
2513369497,Gertrude,Poole,Schaden and Sons,2016,2,545,1
127990163,Nathaniel,Dunn,Gusikowski-Hessel,2011,3,820,-1
7512054179,Mitchell,Reyes,"O'Reilly, Conn and Bailey",2017,2,916,-1
9568985397,Kathryn,Vega,Volkman LLC,2011,3,593,0
9414683330,Miguel,Moreno,"Cruickshank, Berge and Gutkowski",2013,2,275,-1
821253898,Sylvia,Brewer,"Crooks, Turcotte and Lehner",2012,1,554,1
7605839521,Bernard,Hall,"Macejkovic, Blick and Gerhold",2017,2,987,-1
231676952,Leroy,Sutton,Boyer LLC,2013,2,14,0
291141342,Isabel,Smith,"Fadel, Jast and Hackett",2017,1,998,0
9680052152,Joshua,Thompson,"Haley, Lesch and Rodriguez",2015,3,658,1
7595194722,Esther,Silva,"Lubowitz, White and Parker",2012,3,276,-1
57275561,Jeanette,Larson,Morissette Inc,2011,2,676,-1
1658683326,Margaret,Davidson,Hessel-Torp,2017,3,875,1
4351574687,Ora,Harvey,Roob-Luettgen,2011,2,713,-1
2780413540,Adrian,Harmon,"Murazik, Rogahn and Dicki",2016,2,767,1
5132597536,Nora,Tucker,Dare LLC,2016,1,832,0
1183526271,Pauline,Logan,Lehner-Barrows,2011,2,49,1
6556811855,Victor,Jackson,"Price, Kunde and Zboncak",2012,2,692,0
2831815555,Callie,Lloyd,Friesen and Sons,2012,1,681,-1
519488638,Edith,Russell,Ernser Inc,2014,2,782,-1
4579195753,Frank,Bass,"MacGyver, O'Connell and Bailey",2014,1,20,1
4003236497,Mabel,Bates,"Flatley, Becker and Padberg",2012,2,455,-1
8130111229,Nelle,Benson,"Gibson, Kuphal and O'Hara",2014,3,946,1
4760825776,Isabel,Duncan,Collins-Price,2013,3,969,1
4280383216,Gene,Wade,Medhurst-Jones,2016,2,343,1
6508043642,Don,Warren,"Jones, Feil and Bechtelar",2015,2,463,1
288320479,Henrietta,Day,Brakus Group,2012,2,525,-1
9099046767,Charlotte,Gordon,"McDermott, Lubowitz and Nienow",2017,1,535,-1
1153494190,Hester,Barrett,"Hirthe, Jakubowski and Wuckert",2011,1,86,1
3455599851,Dennis,Graves,Doyle LLC,2016,2,407,1
4659329332,Ronald,Hanson,Bernier and Sons,2011,2,725,1
1745325541,Carolyn,Carter,"Stroman, Volkman and Mayert",2013,2,864,1
6471744491,Michael,Ward,Lueilwitz Group,2011,2,113,0
693737220,Eugenia,Owen,Fay-Ruecker,2011,2,176,-1
9268212572,Caleb,Henderson,Jacobson LLC,2013,3,728,0
909741486,Samuel,Byrd,"Johns, Stark and Cormier",2017,2,307,-1
4977057337,Louise,Moreno,Becker LLC,2014,1,556,-1
4221934446,Gertrude,Byrd,Ortiz-Hauck,2016,1,370,1
3704567662,Grace,Abbott,Goyette and Sons,2016,2,884,0
3899552717,Hilda,Morgan,Bruen-Leffler,2013,3,876,0
1874560952,Larry,Rogers,"Wilderman, Emmerich and Kuphal",2014,2,637,1
5965445686,Ralph,Richards,Fisher-Bayer,2011,1,809,1
8385652870,Jeff,Bowers,"Gibson, Gusikowski and Cassin",2011,2,159,-1
3213006885,Jose,Carroll,Stanton and Sons,2017,3,297,1
2362212523,Rhoda,Miller,Skiles Group,2014,1,982,-1
4286316131,Walter,Robertson,Schamberger-Wiza,2014,1,909,1
5215272776,Tommy,Shaw,Waelchi-Smitham,2016,2,94,1
3173596974,Travis,Figueroa,"Johnston, Rau and Kemmer",2016,1,44,1
5770877318,Cameron,Patterson,Lemke-Graham,2015,1,148,1
8565424692,Jason,Lane,"Wisoky, Monahan and Heller",2017,2,46,1
1753930275,John,Harvey,"Fisher, Konopelski and Predovic",2015,1,694,0
5798818365,Grace,Griffith,Crona LLC,2017,2,354,1
9646660806,Rebecca,Pierce,"Keebler, Volkman and O'Connell",2016,1,693,0
9099146425,Lloyd,Maxwell,Kessler-Feest,2017,3,554,-1
4705978356,Mae,Yates,"Labadie, Dibbert and Turcotte",2013,2,194,-1
1261510266,Tony,Phelps,Hansen-Blanda,2014,2,164,1
5093766917,Elnora,Nash,Mante-Wuckert,2014,3,308,-1
9402380220,Henrietta,Yates,"Crooks, Lebsack and Wuckert",2012,1,887,1
4474243731,Cora,Jennings,DuBuque-Gaylord,2015,1,960,1
694186613,Tyler,Fitzgerald,"Walsh, Gibson and Rolfson",2013,3,144,-1
2434951583,Mathilda,Erickson,Rodriguez-Smitham,2015,3,353,1
2229675546,Claudia,Moody,"Ward, Jenkins and Koelpin",2011,2,795,-1
5131720085,Amy,Farmer,"Cormier, Kerluke and Kunze",2013,2,675,0
6697175747,Jean,Atkins,Muller-Roberts,2011,2,904,1
730321657,Amanda,Little,Dickens-Witting,2011,2,663,0
1850470043,Gerald,Ortega,Kuhic and Sons,2011,2,272,0
2161103175,Gussie,Bates,Marquardt Group,2014,1,127,-1
538602840,Nina,Ruiz,Daugherty-Johnson,2017,3,993,0
8058919721,Abbie,Barnes,Mante Inc,2017,3,55,-1
